Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
7/31/2022,0.98,0.6,0.1,0.49,0.46,0.99,0.09,0.3,0.37,0.16,0.24,0.25,0.02,0.2,0.05,0.27,0.13,0.33,0.13,1.04,0.61,3.45,0.29,0.58,-0.68,-1.71,6.4,0.76
8/1/2022,0.95,0.59,0.1,0.47,0.45,0.96,0.09,0.29,0.36,0.16,0.23,0.25,0.02,0.2,0.05,0.26,0.13,0.33,0.12,1.01,0.59,3.42,0.24,0.22,-0.6,-2.02,6.3,0.62
8/2/2022,0.93,0.58,0.1,0.46,0.45,0.94,0.09,0.29,0.36,0.16,0.23,0.25,0.02,0.19,0.05,0.26,0.13,0.32,0.12,0.98,0.58,3.39,0.25,0.26,-0.57,-1.99,6.3,0.62
8/3/2022,0.91,0.57,0.1,0.45,0.44,0.93,0.08,0.28,0.35,0.15,0.23,0.24,0.02,0.19,0.05,0.26,0.13,0.32,0.12,0.95,0.56,3.36,0.25,0.25,-0.57,-1.98,6.3,0.63
8/4/2022,0.89,0.56,0.09,0.44,0.43,0.91,0.08,0.28,0.35,0.15,0.22,0.24,0.02,0.19,0.05,0.25,0.13,0.31,0.12,0.93,0.55,3.33,0.24,0.22,-0.6,-2,6.28,0.61
8/5/2022,0.87,0.55,0.09,0.43,0.42,0.89,0.08,0.28,0.34,0.15,0.22,0.24,0.02,0.18,0.05,0.25,0.12,0.31,0.11,0.9,0.53,3.3,0.24,0.25,-0.59,-1.98,6.26,0.61
8/6/2022,0.85,0.54,0.09,0.42,0.41,0.87,0.08,0.27,0.34,0.15,0.22,0.23,0.02,0.18,0.05,0.25,0.12,0.3,0.11,0.88,0.52,3.28,0.25,0.26,-0.57,-1.95,6.25,0.62
8/7/2022,0.84,0.53,0.09,0.41,0.4,0.86,0.08,0.27,0.33,0.15,0.21,0.23,0.02,0.18,0.05,0.24,0.12,0.3,0.11,0.86,0.51,3.25,0.24,0.23,-0.6,-1.98,6.24,0.61
8/8/2022,0.82,0.52,0.09,0.4,0.4,0.84,0.08,0.27,0.33,0.14,0.21,0.23,0.02,0.18,0.05,0.24,0.12,0.29,0.11,0.84,0.5,3.22,0.24,0.22,-0.62,-1.99,6.24,0.59
8/9/2022,0.8,0.52,0.08,0.39,0.39,0.83,0.08,0.26,0.32,0.14,0.21,0.23,0.02,0.17,0.04,0.24,0.12,0.29,0.11,0.82,0.49,3.19,0.24,0.25,-0.6,-1.97,6.22,0.6
8/10/2022,0.79,0.51,0.08,0.38,0.38,0.82,0.08,0.26,0.32,0.14,0.2,0.22,0.02,0.17,0.04,0.24,0.12,0.28,0.1,0.8,0.48,3.17,0.24,0.22,-0.6,-1.98,6.24,0.6
8/11/2022,0.78,0.5,0.08,0.37,0.38,0.8,0.07,0.26,0.31,0.14,0.2,0.22,0.02,0.17,0.04,0.23,0.11,0.28,0.1,0.78,0.47,3.14,0.24,0.21,-0.62,-1.99,6.21,0.59
8/12/2022,0.76,0.49,0.08,0.37,0.37,0.79,0.07,0.25,0.31,0.14,0.2,0.22,0.02,0.17,0.04,0.23,0.11,0.28,0.1,0.76,0.46,3.12,0.23,0.22,-0.62,-1.99,6.22,0.58
8/13/2022,0.75,0.49,0.08,0.36,0.37,0.78,0.07,0.25,0.3,0.14,0.2,0.22,0.02,0.16,0.04,0.23,0.11,0.27,0.1,0.75,0.45,3.09,0.24,0.23,-0.6,-1.97,6.22,0.59
8/14/2022,0.74,0.48,0.08,0.35,0.36,0.77,0.07,0.25,0.3,0.13,0.19,0.22,0.02,0.16,0.04,0.22,0.11,0.27,0.1,0.73,0.44,3.07,0.24,0.23,-0.6,-1.96,6.2,0.59
8/15/2022,0.73,0.47,0.08,0.35,0.36,0.76,0.07,0.24,0.3,0.13,0.19,0.21,0.01,0.16,0.04,0.22,0.11,0.27,0.1,0.72,0.43,3.04,0.24,0.22,-0.61,-1.96,6.19,0.59
8/16/2022,0.71,0.47,0.07,0.34,0.35,0.75,0.07,0.24,0.29,0.13,0.19,0.21,0.01,0.16,0.04,0.22,0.11,0.26,0.1,0.7,0.43,3.02,0.23,0.22,-0.62,-1.97,6.19,0.58
8/17/2022,0.7,0.46,0.07,0.34,0.35,0.74,0.07,0.24,0.29,0.13,0.19,0.21,0.01,0.16,0.04,0.22,0.11,0.26,0.09,0.69,0.42,2.99,0.23,0.17,-0.65,-2.01,6.16,0.56
8/18/2022,0.69,0.46,0.07,0.33,0.34,0.73,0.07,0.24,0.29,0.13,0.19,0.21,0.01,0.15,0.04,0.22,0.1,0.26,0.09,0.67,0.41,2.97,0.22,0.18,-0.65,-2.02,6.16,0.56
8/19/2022,0.68,0.45,0.07,0.33,0.34,0.72,0.07,0.23,0.28,0.13,0.18,0.2,0.01,0.15,0.04,0.21,0.1,0.25,0.09,0.66,0.41,2.95,0.23,0.23,-0.62,-1.97,6.14,0.57
8/20/2022,0.67,0.45,0.07,0.32,0.33,0.71,0.07,0.23,0.28,0.13,0.18,0.2,0.01,0.15,0.04,0.21,0.1,0.25,0.09,0.65,0.4,2.92,0.24,0.26,-0.59,-1.93,6.17,0.59
8/21/2022,0.66,0.44,0.07,0.32,0.33,0.7,0.07,0.23,0.28,0.13,0.18,0.2,0.01,0.15,0.04,0.21,0.1,0.25,0.09,0.64,0.39,2.9,0.25,0.3,-0.55,-1.87,6.16,0.61
8/22/2022,0.65,0.43,0.07,0.31,0.32,0.69,0.06,0.23,0.27,0.12,0.18,0.2,0.01,0.15,0.04,0.21,0.1,0.24,0.09,0.62,0.39,2.88,0.26,0.34,-0.48,-1.78,6.18,0.64
8/23/2022,0.65,0.43,0.07,0.31,0.32,0.68,0.06,0.23,0.27,0.12,0.18,0.2,0.01,0.14,0.04,0.2,0.1,0.24,0.09,0.61,0.38,2.85,0.26,0.3,-0.47,-1.78,6.19,0.66
8/24/2022,0.64,0.42,0.07,0.3,0.32,0.67,0.06,0.22,0.27,0.12,0.17,0.2,0.01,0.14,0.04,0.2,0.1,0.24,0.09,0.6,0.38,2.83,0.26,0.33,-0.47,-1.72,6.19,0.65
8/25/2022,0.63,0.42,0.06,0.3,0.31,0.66,0.06,0.22,0.26,0.12,0.17,0.19,0.01,0.14,0.04,0.2,0.1,0.24,0.09,0.59,0.37,2.81,0.26,0.3,-0.47,-1.73,6.18,0.66
8/26/2022,0.62,0.42,0.06,0.3,0.31,0.66,0.06,0.22,0.26,0.12,0.17,0.19,0.01,0.14,0.04,0.2,0.09,0.23,0.08,0.58,0.37,2.79,0.26,0.3,-0.48,-1.73,6.18,0.64
8/27/2022,0.61,0.41,0.06,0.29,0.31,0.65,0.06,0.22,0.26,0.12,0.17,0.19,0.01,0.14,0.04,0.2,0.09,0.23,0.08,0.57,0.36,2.76,0.25,0.25,-0.51,-1.78,6.16,0.63
8/28/2022,0.6,0.41,0.06,0.29,0.3,0.64,0.06,0.21,0.25,0.12,0.17,0.19,0.01,0.14,0.04,0.19,0.09,0.23,0.08,0.56,0.36,2.74,0.24,0.22,-0.59,-1.84,6.14,0.59
8/29/2022,0.6,0.4,0.06,0.28,0.3,0.63,0.06,0.21,0.25,0.12,0.16,0.19,0.01,0.14,0.04,0.19,0.09,0.23,0.08,0.55,0.35,2.72,0.23,0.19,-0.62,-1.89,6.11,0.57
8/30/2022,0.59,0.4,0.06,0.28,0.29,0.63,0.06,0.21,0.25,0.12,0.16,0.19,0.01,0.13,0.04,0.19,0.09,0.22,0.08,0.54,0.35,2.7,0.22,0.2,-0.62,-1.89,6.07,0.57
8/31/2022,0.58,0.39,0.06,0.28,0.29,0.62,0.06,0.21,0.25,0.11,0.16,0.18,0.01,0.13,0.04,0.19,0.09,0.22,0.08,0.53,0.34,2.68,0.23,0.21,-0.62,-1.9,6.1,0.57
9/1/2022,0.58,0.39,0.06,0.27,0.29,0.61,0.06,0.21,0.24,0.11,0.16,0.18,0.01,0.13,0.04,0.19,0.09,0.22,0.08,0.53,0.34,2.65,0.32,0.27,-0.77,-1.8,6.08,0.79
9/2/2022,0.57,0.38,0.06,0.27,0.29,0.61,0.06,0.2,0.24,0.11,0.16,0.18,0.01,0.13,0.04,0.19,0.09,0.22,0.08,0.52,0.33,2.63,0.31,0.25,-0.76,-1.83,6.08,0.78
9/3/2022,0.56,0.38,0.06,0.27,0.28,0.6,0.06,0.2,0.24,0.11,0.16,0.18,0.01,0.13,0.04,0.18,0.09,0.21,0.08,0.51,0.33,2.61,0.32,0.3,-0.72,-1.77,6.08,0.79
9/4/2022,0.56,0.38,0.06,0.26,0.28,0.59,0.06,0.2,0.24,0.11,0.15,0.18,0.01,0.13,0.03,0.18,0.09,0.21,0.08,0.5,0.32,2.59,0.33,0.3,-0.69,-1.77,6.08,0.81
9/5/2022,0.55,0.37,0.06,0.26,0.28,0.59,0.05,0.2,0.23,0.11,0.15,0.18,0.01,0.13,0.03,0.18,0.08,0.21,0.08,0.49,0.32,2.57,0.33,0.3,-0.69,-1.74,6.05,0.81
9/6/2022,0.54,0.37,0.06,0.26,0.27,0.58,0.05,0.2,0.23,0.11,0.15,0.17,0.01,0.12,0.03,0.18,0.08,0.21,0.07,0.49,0.32,2.55,0.33,0.31,-0.69,-1.73,6.07,0.82
9/7/2022,0.54,0.37,0.06,0.26,0.27,0.58,0.05,0.2,0.23,0.11,0.15,0.17,0.01,0.12,0.03,0.18,0.08,0.21,0.07,0.48,0.31,2.52,0.33,0.32,-0.68,-1.72,6.07,0.82
9/8/2022,0.53,0.36,0.05,0.25,0.27,0.57,0.05,0.19,0.23,0.11,0.15,0.17,0.01,0.12,0.03,0.18,0.08,0.2,0.07,0.47,0.31,2.5,0.33,0.32,-0.68,-1.71,6.07,0.82
9/9/2022,0.53,0.36,0.05,0.25,0.27,0.56,0.05,0.19,0.23,0.11,0.15,0.17,0.01,0.12,0.03,0.17,0.08,0.2,0.07,0.47,0.31,2.48,0.34,0.35,-0.65,-1.67,6.07,0.84
9/10/2022,0.52,0.35,0.05,0.25,0.26,0.56,0.05,0.19,0.22,0.1,0.15,0.17,0.01,0.12,0.03,0.17,0.08,0.2,0.07,0.46,0.3,2.46,0.34,0.33,-0.65,-1.67,6.06,0.85
9/11/2022,0.51,0.35,0.05,0.24,0.26,0.55,0.05,0.19,0.22,0.1,0.14,0.17,0.01,0.12,0.03,0.17,0.08,0.2,0.07,0.45,0.3,2.44,0.33,0.29,-0.7,-1.7,6.02,0.81
9/12/2022,0.51,0.35,0.05,0.24,0.26,0.55,0.05,0.19,0.22,0.1,0.14,0.17,0.01,0.12,0.03,0.17,0.08,0.2,0.07,0.45,0.3,2.42,0.32,0.27,-0.73,-1.73,6.03,0.78
9/13/2022,0.5,0.34,0.05,0.24,0.26,0.54,0.05,0.19,0.22,0.1,0.14,0.16,0.01,0.12,0.03,0.17,0.08,0.19,0.07,0.44,0.29,2.4,0.31,0.28,-0.74,-1.76,6.03,0.78
9/14/2022,0.5,0.34,0.05,0.24,0.25,0.54,0.05,0.18,0.21,0.1,0.14,0.16,0.01,0.12,0.03,0.17,0.08,0.19,0.07,0.44,0.29,2.38,0.31,0.28,-0.73,-1.76,6,0.77
9/15/2022,0.49,0.34,0.05,0.23,0.25,0.53,0.05,0.18,0.21,0.1,0.14,0.16,0.01,0.11,0.03,0.17,0.08,0.19,0.07,0.43,0.29,2.36,0.32,0.29,-0.72,-1.75,6.02,0.78
9/16/2022,0.49,0.33,0.05,0.23,0.25,0.53,0.05,0.18,0.21,0.1,0.14,0.16,0.01,0.11,0.03,0.16,0.08,0.19,0.07,0.42,0.28,2.33,0.32,0.31,-0.7,-1.73,6.02,0.79
9/17/2022,0.48,0.33,0.05,0.23,0.25,0.52,0.05,0.18,0.21,0.1,0.14,0.16,0.01,0.11,0.03,0.16,0.08,0.19,0.07,0.42,0.28,2.31,0.32,0.3,-0.7,-1.73,6.01,0.8
9/18/2022,0.48,0.33,0.05,0.23,0.24,0.52,0.05,0.18,0.21,0.1,0.14,0.16,0.01,0.11,0.03,0.16,0.07,0.18,0.07,0.41,0.28,2.29,0.32,0.29,-0.7,-1.73,6.02,0.79
9/19/2022,0.47,0.33,0.05,0.22,0.24,0.51,0.05,0.18,0.2,0.1,0.13,0.16,0.01,0.11,0.03,0.16,0.07,0.18,0.07,0.41,0.27,2.27,0.32,0.32,-0.68,-1.69,6.01,0.8
9/20/2022,0.47,0.32,0.05,0.22,0.24,0.51,0.05,0.17,0.2,0.1,0.13,0.16,0.01,0.11,0.03,0.16,0.07,0.18,0.07,0.4,0.27,2.25,0.33,0.32,-0.67,-1.68,6.01,0.81
9/21/2022,0.46,0.32,0.05,0.22,0.24,0.5,0.05,0.17,0.2,0.1,0.13,0.15,0.01,0.11,0.03,0.16,0.07,0.18,0.07,0.4,0.27,2.23,0.33,0.35,-0.66,-1.66,6.01,0.82
9/22/2022,0.46,0.32,0.05,0.22,0.24,0.5,0.05,0.17,0.2,0.09,0.13,0.15,0.01,0.11,0.03,0.16,0.07,0.18,0.06,0.39,0.27,2.21,0.34,0.33,-0.65,-1.65,6.01,0.83
9/23/2022,0.45,0.31,0.05,0.22,0.23,0.49,0.05,0.17,0.2,0.09,0.13,0.15,0.01,0.11,0.03,0.15,0.07,0.18,0.06,0.39,0.26,2.19,0.33,0.33,-0.65,-1.64,6.01,0.82
9/24/2022,0.45,0.31,0.05,0.21,0.23,0.49,0.04,0.17,0.2,0.09,0.13,0.15,0.01,0.11,0.03,0.15,0.07,0.17,0.06,0.38,0.26,2.17,0.33,0.33,-0.66,-1.63,6,0.83
9/25/2022,0.45,0.31,0.05,0.21,0.23,0.48,0.04,0.17,0.19,0.09,0.13,0.15,0.01,0.1,0.03,0.15,0.07,0.17,0.06,0.38,0.26,2.15,0.33,0.33,-0.65,-1.61,6,0.83
9/26/2022,0.44,0.31,0.05,0.21,0.23,0.48,0.04,0.17,0.19,0.09,0.13,0.15,0.01,0.1,0.03,0.15,0.07,0.17,0.06,0.37,0.26,2.13,0.34,0.36,-0.6,-1.54,5.93,0.85
9/27/2022,0.44,0.3,0.04,0.21,0.23,0.48,0.04,0.16,0.19,0.09,0.13,0.15,0.01,0.1,0.03,0.15,0.07,0.17,0.06,0.37,0.25,2.11,0.35,0.35,-0.59,-1.55,6.01,0.87
9/28/2022,0.43,0.3,0.04,0.21,0.22,0.47,0.04,0.16,0.19,0.09,0.12,0.15,0.01,0.1,0.03,0.15,0.07,0.17,0.06,0.36,0.25,2.09,0.34,0.35,-0.6,-1.55,6.01,0.87
9/29/2022,0.43,0.3,0.04,0.2,0.22,0.47,0.04,0.16,0.19,0.09,0.12,0.15,0.01,0.1,0.03,0.15,0.07,0.17,0.06,0.36,0.25,2.07,0.35,0.36,-0.6,-1.53,6.01,0.87
9/30/2022,0.42,0.3,0.04,0.2,0.22,0.46,0.04,0.16,0.19,0.09,0.12,0.14,0.01,0.1,0.03,0.15,0.07,0.17,0.06,0.36,0.25,2.05,0.35,0.38,-0.58,-1.51,6.01,0.88
10/1/2022,0.42,0.29,0.04,0.2,0.22,0.46,0.04,0.16,0.18,0.09,0.12,0.14,0.01,0.1,0.03,0.14,0.07,0.16,0.06,0.35,0.24,2.03,0.65,2.18,0.22,-0.17,6.83,1.48
10/2/2022,0.42,0.29,0.04,0.2,0.22,0.46,0.04,0.16,0.18,0.09,0.12,0.14,0.01,0.1,0.03,0.14,0.07,0.16,0.06,0.35,0.24,2.01,0.64,2.15,0.2,-0.21,6.84,1.44
10/3/2022,0.41,0.29,0.04,0.2,0.21,0.45,0.04,0.16,0.18,0.09,0.12,0.14,0.01,0.1,0.03,0.14,0.07,0.16,0.06,0.34,0.24,1.99,0.63,2.12,0.17,-0.24,6.82,1.42
10/4/2022,0.41,0.29,0.04,0.2,0.21,0.45,0.04,0.16,0.18,0.09,0.12,0.14,0.01,0.1,0.03,0.14,0.06,0.16,0.06,0.34,0.24,1.97,0.62,2.12,0.15,-0.26,6.8,1.4
10/5/2022,0.41,0.28,0.04,0.19,0.21,0.44,0.04,0.15,0.18,0.09,0.12,0.14,0.01,0.1,0.03,0.14,0.06,0.16,0.06,0.34,0.23,1.95,0.63,2.12,0.15,-0.27,6.8,1.4
10/6/2022,0.4,0.28,0.04,0.19,0.21,0.44,0.04,0.15,0.18,0.09,0.12,0.14,0.01,0.09,0.03,0.14,0.06,0.16,0.06,0.33,0.23,1.93,0.66,2.24,0.23,-0.2,6.81,1.44
10/7/2022,0.4,0.28,0.04,0.19,0.21,0.44,0.04,0.15,0.18,0.08,0.12,0.14,0.01,0.09,0.03,0.14,0.06,0.16,0.06,0.33,0.23,1.91,0.68,2.32,0.31,-0.14,6.79,1.5
10/8/2022,0.39,0.28,0.04,0.19,0.21,0.43,0.04,0.15,0.17,0.08,0.11,0.14,0.01,0.09,0.03,0.14,0.06,0.15,0.06,0.33,0.23,1.89,0.7,2.37,0.37,-0.07,6.83,1.54
10/9/2022,0.39,0.27,0.04,0.19,0.2,0.43,0.04,0.15,0.17,0.08,0.11,0.13,0.01,0.09,0.03,0.14,0.06,0.15,0.06,0.32,0.23,1.88,0.74,2.42,0.42,-0.02,6.84,1.57
10/10/2022,0.39,0.27,0.04,0.19,0.2,0.43,0.04,0.15,0.17,0.08,0.11,0.13,0.01,0.09,0.03,0.14,0.06,0.15,0.06,0.32,0.22,1.86,0.74,2.4,0.45,0.01,6.84,1.58
10/11/2022,0.38,0.27,0.04,0.18,0.2,0.42,0.04,0.15,0.17,0.08,0.11,0.13,0.01,0.09,0.03,0.13,0.06,0.15,0.06,0.32,0.22,1.84,0.73,2.38,0.44,0.01,6.83,1.56
10/12/2022,0.38,0.27,0.04,0.18,0.2,0.42,0.04,0.15,0.17,0.08,0.11,0.13,0.01,0.09,0.03,0.13,0.06,0.15,0.05,0.31,0.22,1.82,0.73,2.43,0.45,0.04,6.84,1.58
10/13/2022,0.38,0.26,0.04,0.18,0.2,0.42,0.04,0.15,0.17,0.08,0.11,0.13,0.01,0.09,0.03,0.13,0.06,0.15,0.05,0.31,0.22,1.8,0.62,2.34,0.17,0.06,6.84,1.48
10/14/2022,0.37,0.26,0.04,0.18,0.2,0.41,0.04,0.14,0.17,0.08,0.11,0.13,0.01,0.09,0.03,0.13,0.06,0.15,0.05,0.31,0.22,1.78,0.71,2.46,0.45,0.1,6.84,1.54
10/15/2022,0.37,0.26,0.04,0.18,0.19,0.41,0.04,0.14,0.16,0.08,0.11,0.13,0.01,0.09,0.03,0.13,0.06,0.15,0.05,0.3,0.21,1.76,0.9,2.63,0.91,0.07,6.86,1.8
10/16/2022,0.37,0.26,0.04,0.18,0.19,0.41,0.04,0.14,0.16,0.08,0.11,0.13,0.01,0.09,0.03,0.13,0.06,0.15,0.05,0.3,0.21,1.74,0.75,2.44,0.48,0.08,6.82,1.6
10/17/2022,0.36,0.26,0.04,0.17,0.19,0.4,0.04,0.14,0.16,0.08,0.11,0.13,0.01,0.09,0.03,0.13,0.06,0.14,0.05,0.3,0.21,1.73,0.74,2.43,0.45,0.06,6.82,1.59
10/18/2022,0.36,0.25,0.04,0.17,0.19,0.4,0.04,0.14,0.16,0.08,0.11,0.13,0.01,0.09,0.02,0.13,0.06,0.14,0.05,0.29,0.21,1.71,0.76,2.56,0.55,0.14,6.84,1.61
10/19/2022,0.36,0.25,0.04,0.17,0.19,0.4,0.04,0.14,0.16,0.08,0.11,0.13,0.01,0.09,0.02,0.13,0.06,0.14,0.05,0.29,0.21,1.69,0.8,2.62,0.66,0.2,6.84,1.71
10/20/2022,0.36,0.25,0.04,0.17,0.19,0.39,0.04,0.14,0.16,0.08,0.1,0.12,0.01,0.08,0.02,0.13,0.06,0.14,0.05,0.29,0.21,1.67,0.8,2.65,0.66,0.24,6.85,1.74
10/21/2022,0.35,0.25,0.04,0.17,0.19,0.39,0.03,0.14,0.16,0.08,0.1,0.12,0.01,0.08,0.02,0.12,0.06,0.14,0.05,0.28,0.2,1.65,0.81,2.74,0.74,0.31,6.86,1.78
10/22/2022,0.35,0.25,0.04,0.17,0.18,0.39,0.03,0.14,0.16,0.08,0.1,0.12,0.01,0.08,0.02,0.12,0.06,0.14,0.05,0.28,0.2,1.63,0.83,2.72,0.77,0.34,6.86,1.82
10/23/2022,0.35,0.24,0.04,0.17,0.18,0.38,0.03,0.14,0.15,0.08,0.1,0.12,0.01,0.08,0.02,0.12,0.06,0.14,0.05,0.28,0.2,1.62,0.82,2.73,0.78,0.37,6.84,1.82
10/24/2022,0.34,0.24,0.04,0.16,0.18,0.38,0.03,0.13,0.15,0.07,0.1,0.12,0.01,0.08,0.02,0.12,0.06,0.14,0.05,0.28,0.2,1.6,0.85,2.8,0.85,0.43,6.87,1.84
10/25/2022,0.34,0.24,0.03,0.16,0.18,0.38,0.03,0.13,0.15,0.07,0.1,0.12,0.01,0.08,0.02,0.12,0.05,0.14,0.05,0.27,0.2,1.58,0.9,2.81,0.89,0.46,6.88,1.89
10/26/2022,0.34,0.24,0.03,0.16,0.18,0.38,0.03,0.13,0.15,0.07,0.1,0.12,0.01,0.08,0.02,0.12,0.05,0.13,0.05,0.27,0.2,1.56,0.9,2.83,0.9,0.49,6.88,1.88
10/27/2022,0.34,0.24,0.03,0.16,0.18,0.37,0.03,0.13,0.15,0.07,0.1,0.12,0.01,0.08,0.02,0.12,0.05,0.13,0.05,0.27,0.19,1.55,0.93,2.89,0.98,0.53,6.88,1.93
10/28/2022,0.33,0.24,0.03,0.16,0.18,0.37,0.03,0.13,0.15,0.07,0.1,0.12,0.01,0.08,0.02,0.12,0.05,0.13,0.05,0.27,0.19,1.53,0.92,2.79,0.9,0.48,6.9,1.91
10/29/2022,0.33,0.23,0.03,0.16,0.17,0.37,0.03,0.13,0.15,0.07,0.1,0.12,0.01,0.08,0.02,0.12,0.05,0.13,0.05,0.26,0.19,1.51,0.88,2.71,0.77,0.43,6.82,1.81
10/30/2022,0.33,0.23,0.03,0.16,0.17,0.36,0.03,0.13,0.15,0.07,0.1,0.12,0.01,0.08,0.02,0.12,0.05,0.13,0.05,0.26,0.19,1.49,0.86,2.69,0.73,0.39,6.83,1.78
10/31/2022,0.32,0.23,0.03,0.16,0.17,0.36,0.03,0.13,0.15,0.07,0.1,0.12,0.01,0.08,0.02,0.12,0.05,0.13,0.05,0.26,0.19,1.48,0.89,2.8,0.81,0.43,6.84,1.83
