,USER,2022-06_ALLOCATIONS,2022-06_CURTAILMENT,2022-06_DEMAND,2022-06_SHORTAGE_%,BASIN,PRIORITY
249,A024741,0.71,0,0.71,0.0,R_05_MSRR,497
251,A024789A,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,500
252,A024789B,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,501
284,A025268,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,555
292,A025850,3.5,0,3.5,0.0,R_05_MSRR,578
296,A027581,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,617
297,A027582,9.165,0,9.165,0.0,R_05_MSRR,618
298,A027583,2.33,0,2.33,0.0,R_05_MSRR,619
299,A027584,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,620
302,A027992,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,628
304,A028854,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,656
306,A028886,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,658
326,A031094,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,703
327,A031255,0.00020219999999999998,0,0.0002022,0.0,R_05_MSRR,758
15,A013633,0.00020219999999999998,0,0.0002022,0.0,R_06,104
40,A016443,0.00020219999999999998,0,0.0002022,0.0,R_06,231
42,A016825,0.03,0,0.03,0.0,R_06,243
44,A016973,0.00020219999999999998,0,0.0002022,0.0,R_06,245
75,A020846,0.00020219999999999998,0,0.0002022,0.0,R_06,301
105,A021941,0.00020219999999999998,0,0.0002022,0.0,R_06,345
117,A022615,0.11,0,0.11,0.0,R_06,362
119,A022652,0.00020219999999999998,0,0.0002022,0.0,R_06,364
124,A023250,0.00020219999999999998,0,0.0002022,0.0,R_06,381
146,A023681,0.00020219999999999998,0,0.0002022,0.0,R_06,416
152,A023793,0.00020219999999999998,0,0.0002022,0.0,R_06,423
155,A023835,0.195,0,0.195,0.0,R_06,427
181,A024404,0.00020219999999999998,0,0.0002022,0.0,R_06,477
