USER,BASIN,PRIORITY,rip_allocations,rip_demand,rip_shortage,rip_shortage_%
S000093,L_27,10000000,0.00099,0.00099,0.0,0.0
S000549,L_25,10000000,0.00099,0.00099,0.0,0.0
S000632,L_26,10000000,0.00099,0.00099,0.0,0.0
S000652,L_14,10000000,9.956400732e-06,1.2e-05,2.0435992680000005e-06,0.17029993900000004
S001181,L_21,10000000,0.00099,0.00099,0.0,0.0
S002378,L_17,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S002720,L_18,10000000,0.000128,0.000128,0.0,0.0
S002929,L_27,10000000,0.00099,0.00099,0.0,0.0
S003106,L_18,10000000,0.69,0.69,0.0,0.0
S004341,L_21,10000000,0.002148333,0.002148333,0.0,0.0
S004347,L_14_MSDC,10000000,1.9110758068934335,2.3033333330000003,0.39225752610656683,0.17029993900000004
S004460,L_21,10000000,0.00099,0.00099,0.0,0.0
S005225,L_15_MSDC,10000000,0.875562561571836,1.055276,0.17971343842816412,0.1702999390000001
S005226,L_15_MSDC,10000000,0.8667456153137092,1.044649333,0.17790371768629076,0.17029993900000007
S008502,L_18,10000000,0.00099,0.00099,0.0,0.0
S008582,L_20,10000000,0.00048566699999999996,0.00048566699999999996,0.0,0.0
S008583,L_20,10000000,0.00099,0.00099,0.0,0.0
S008584,L_20,10000000,0.00099,0.00099,0.0,0.0
S008585,L_20,10000000,0.00099,0.00099,0.0,0.0
S008586,L_20,10000000,0.00179,0.00179,0.0,0.0
S008587,L_20,10000000,0.00099,0.00099,0.0,0.0
S008588,L_20,10000000,0.003785,0.003785,0.0,0.0
S008589,L_20,10000000,0.065981,0.065981,0.0,0.0
S008590,L_20,10000000,0.003580667,0.003580667,0.0,0.0
S008591,L_20,10000000,0.015241999999999999,0.015241999999999999,0.0,0.0
S008592,L_20,10000000,0.011763667,0.011763667,0.0,0.0
S008593,L_20,10000000,0.25880966699999997,0.25880966699999997,0.0,0.0
S008661,L_15_MSDC,10000000,0.07273703895756667,0.08766666699999999,0.014929628042433321,0.17029993900000012
S008664,L_15_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S009168,L_16,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S009291,L_17_MSRR,10000000,1.7396044615065667,2.096666667,0.35706220549343337,0.170299939
S009292,L_17_MSRR,10000000,0.35677102622999995,0.43,0.07322897377000004,0.1702999390000001
S009324,L_20,10000000,0.093601,0.093601,0.0,0.0
S009689,L_24_LSR,10000000,0.00099,0.00099,0.0,0.0
S012930,L_18,10000000,0.00099,0.00099,0.0,0.0
S013563,L_16,10000000,0.27380102013,0.33,0.05619897987,0.17029993899999998
S013709,L_16,10000000,0.018229340040231,0.021971,0.0037416599597690017,0.17029993900000007
S013760,L_16,10000000,0.001382833711566687,0.0016666670000000001,0.0002838332884333131,0.17029993900000004
S013814,L_16,10000000,0.8048090591699999,0.97,0.16519094083000008,0.1702999390000001
S013850,L_21,10000000,0.225566667,0.225566667,0.0,0.0
S014058,L_16,10000000,1.1339234169765664,1.3666666669999998,0.23274325002343343,0.17029993900000012
S014059,L_14_MSDC,10000000,1.8806534718765666,2.266666667,0.38601319512343335,0.170299939
S014070,L_23,10000000,10.399872931378471,17.73333333,7.333460398621529,0.41354099999999994
S014075,L_24,10000000,6.2831727920172105,15.91333333,9.630160537982789,0.6051629999999999
S014076,L_24,10000000,0.00039088862999999996,0.00099,0.0005991113700000001,0.6051630000000001
S014080,L_18_MSRR,10000000,0.00099,0.00099,0.0,0.0
S014081,L_18_MSRR,10000000,0.00099,0.00099,0.0,0.0
S014082,L_18_MSRR,10000000,0.00099,0.00099,0.0,0.0
S014083,L_17_MSRR,10000000,4.3697536548765665,5.266666667,0.8969130121234334,0.170299939
S014084,L_17_MSRR,10000000,5.088827040523433,6.1333333329999995,1.0445062924765667,0.170299939
S014085,L_17_MSRR,10000000,1.4934601098,1.8,0.30653989020000005,0.17029993900000004
S014090,L_18_MSRR,10000000,3.1,3.1,0.0,0.0
S014091,L_18_MSRR,10000000,0.00099,0.00099,0.0,0.0
S014096,L_24_LSR,10000000,0.00099,0.00099,0.0,0.0
S014097,L_24_LSR,10000000,0.00099,0.00099,0.0,0.0
S014479,L_21,10000000,0.046,0.046,0.0,0.0
S014910,L_19_MSRR,10000000,0.445666667,0.445666667,0.0,0.0
S014924,L_16_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S014925,L_16_MSDC,10000000,0.44250669892343325,0.533333333,0.09082663407656671,0.17029993900000007
S014926,L_17_MSRR,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S014927,L_17_MSRR,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S014928,L_17_MSRR,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S014929,L_17_MSRR,10000000,2.267846833123433,2.733333333,0.4654864998765671,0.17029993900000015
S014930,L_17_MSRR,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S014931,L_17_MSRR,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S015214,L_19_MSRR,10000000,0.283333333,0.283333333,0.0,0.0
S015273,L_24_LSR,10000000,0.22841999999999998,0.22841999999999998,0.0,0.0
S015334,L_17_MSRR,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S015459,L_17_MSRR,10000000,2.989685886193433,3.603333333,0.6136474468065671,0.17029993900000012
S015460,L_24_LSR,10000000,0.00099,0.00099,0.0,0.0
S015461,L_18_MSRR,10000000,0.8916666670000001,0.8916666670000001,0.0,0.0
S015462,L_17_MSRR,10000000,0.11339234194656667,0.136666667,0.023274325053433326,0.1702999390000001
S015463,L_17_MSRR,10000000,0.8573567294234333,1.033333333,0.17597660357656675,0.17029993900000004
S015473,L_17_MSRR,10000000,0.5807900426999999,0.7,0.11920995730000006,0.1702999390000001
S015474,L_17_MSRR,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S015520,L_15_MSDC,10000000,2.4891001829999997,3.0,0.5108998170000003,0.1702999390000001
S015821,L_28,10000000,0.00099,0.00099,0.0,0.0
S015823,L_15_MSDC,10000000,0.062227504574999995,0.075,0.012772495425000002,0.17029993900000004
S015828,L_16_MSDC,10000000,1.0758444127065665,1.296666667,0.2208222542934335,0.17029993900000015
S015862,L_17,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S015865,L_15_MSDC,10000000,3.3188002439999997,4.0,0.6811997560000003,0.17029993900000007
S015872,L_25,10000000,0.00099,0.00099,0.0,0.0
S015885,L_24,10000000,0.019741850000000002,0.05,0.03025815,0.605163
S015886,L_24,10000000,0.00039088862999999996,0.00099,0.0005991113700000001,0.6051630000000001
S015887,L_24,10000000,0.00039088862999999996,0.00099,0.0005991113700000001,0.6051630000000001
S015895,L_24,10000000,0.00039088862999999996,0.00099,0.0005991113700000001,0.6051630000000001
S015900,L_19_MSRR,10000000,0.333333333,0.333333333,0.0,0.0
S015901,L_19_MSRR,10000000,0.00099,0.00099,0.0,0.0
S015906,L_18,10000000,0.00099,0.00099,0.0,0.0
S015908,L_21,10000000,0.00099,0.00099,0.0,0.0
S015916,L_16,10000000,0.36165630018916795,0.435888,0.07423169981083205,0.17029993900000012
S015923,L_18,10000000,0.00099,0.00099,0.0,0.0
S015944,L_16_MSDC,10000000,0.8573567294234333,1.033333333,0.17597660357656675,0.17029993900000004
S015948,L_21,10000000,0.00099,0.00099,0.0,0.0
S015955,L_19,10000000,0.00099,0.00099,0.0,0.0
S015981,L_24,10000000,0.00039088862999999996,0.00099,0.0005991113700000001,0.6051630000000001
S015997,L_24,10000000,0.039483700000000004,0.1,0.0605163,0.605163
S016025,L_24,10000000,0.00039088862999999996,0.00099,0.0005991113700000001,0.6051630000000001
S016032,L_16_MSDC,10000000,0.06792063010346168,0.081861667,0.01394103689653832,0.1702999390000001
S016038,L_16_MSDC,10000000,0.8240091482816009,0.9931409999999999,0.16913185171839906,0.17029993900000007
S016039,L_16_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S016046,L_16_MSDC,10000000,0.780210941461533,0.9403530000000001,0.16014205853846708,0.17029993900000007
S016047,L_16_MSDC,10000000,0.680515011831834,0.8201940000000001,0.13967898816816604,0.17029993900000004
S016048,L_16_MSDC,10000000,0.8297000609999999,1.0,0.17029993900000007,0.17029993900000007
S016049,L_16_MSDC,10000000,0.32574466873902524,0.39260533299999995,0.0668606642609747,0.17029993900000007
S016050,L_16_MSDC,10000000,0.461604458637411,0.556351,0.09474654136258903,0.17029993900000004
S016051,L_16_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S016052,L_16_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S016053,L_16_MSDC,10000000,0.7955902617922289,0.958889,0.16329873820777108,0.1702999390000001
S016054,L_15_MSDC,10000000,0.46226932467639226,0.557152333,0.09488300832360774,0.1702999390000001
S016055,L_16_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S016056,L_16_MSDC,10000000,0.6492093225401226,0.782462667,0.13325334445987735,0.17029993900000004
S016057,L_16_MSDC,10000000,0.49252212542039464,0.593614667,0.10109254157960534,0.17029993900000007
S016058,L_16_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S016059,L_15_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S016060,L_15_MSDC,10000000,0.5683279477837799,0.68498,0.1166520522162201,0.17029993900000015
S016061,L_16_MSDC,10000000,0.20005866181832166,0.24112166699999998,0.041063005181678325,0.17029993900000007
S016062,L_16_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S016065,L_16_MSDC,10000000,0.0008214030603899999,0.00099,0.00016859693961000007,0.17029993900000007
S016066,L_16_MSDC,10000000,0.028209802074,0.034,0.005790197926000003,0.17029993900000007
S016067,L_16_MSDC,10000000,0.7370416472877029,0.888323,0.15128135271229703,0.17029993900000004
S016068,L_16_MSDC,10000000,0.9837961048292249,1.185725,0.20192889517077506,0.17029993900000007
S016069,L_15_MSDC,10000000,0.30614189880771897,0.368979,0.06283710119228103,0.1702999390000001
S016134,L_18,10000000,0.024127667000000002,0.024127667000000002,0.0,0.0
S016322,L_18_MSRR,10000000,1.8,1.8,0.0,0.0
