USER,BASIN,PRIORITY,WATER_RIGHT_TYPE,RIPARIAN,NULL_DEMAND,MAY_SEPT_ZERO_DEMAND,2021-05,2021-06,2021-07,2021-08,2021-09
D030741,L_19,414,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D030758,L_16,417,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D031111,L_14,423,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D031267,L_16,428,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D031555,L_18,435,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D031569,L_16,437,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D031602,L_24,438,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D031651,L_18,441,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D031671,L_24,442,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D031681,L_15,443,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D031803,L_15,453,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032058,L_16,459,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032062,L_24_LSR,460,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032138,L_23,461,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032149,L_24,462,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032166,L_24,463,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032188,L_24,473,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032229,L_21,465,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032708,L_18_MSRR,479,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032725,L_16,475,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032768,L_21,472,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
D032850,L_23,478,Registration Domestic,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
H032335,L_14,468,Registration Irrigation,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
H501475,L_20,483,Registration Cannabis,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
H501640,L_27,482,Registration Cannabis,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
H504162,L_20,487,Registration Cannabis,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
H506517,L_24,488,Registration Cannabis,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
L031802,L_14,454,Registration Livestock,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
L032735,L_16,476,Registration Livestock,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
S004711,L_27,8,Statement of Div and Use,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
S009293,L_17_MSRR,2,Statement of Div and Use,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
S009294,L_17_MSRR,3,Statement of Div and Use,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
S009295,L_17_MSRR,4,Statement of Div and Use,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
S027791,L_18,27,Statement of Div and Use,N,N,Y,0.00099,0.00099,0.00099,0.00099,0.00099
A024762B,L_17_MSRR,286,Appropriative,N,N,N,0.000166667,0.00099,0.00099,0.00099,0.00099
D031331,L_28,430,Registration Domestic,N,N,N,0.000166667,0.00099,0.00099,0.00099,0.00099
A015724,L_24_LSR,127,Appropriative,N,N,N,0.166666667,0.00099,0.1,0.00099,0.00099
A017081,L_24_LSR,144,Appropriative,N,N,N,0.166666667,0.00099,0.1,0.00099,0.00099
A023173,L_15,259,Appropriative,N,N,N,0.00099,0.166666667,0.166666667,0.00099,0.00099
A019351,L_17_MSRR,168,Appropriative,N,N,N,105.33,0.00099,85,0.00099,0.00099
A024762A,L_17_MSRR,285,Appropriative,N,N,N,0.00099,0.0000333,0.11,0.01,0.00099
A012483,L_25,50,Appropriative,N,N,N,1.063333333,0.0001,0.00099,0.037133667,0.00099
A014604,L_18_MSRR,109,Appropriative,N,N,N,0.00099,0.00099,0.033333333,0.066666667,0.00099
A021052,L_16,212,Appropriative,N,N,N,0.166666667,0.366853333,0.33352,0.066953667,0.00099
A012452,L_18_MSRR,49,Appropriative,N,N,N,0.00099,0.00099,0.1,0.133333333,0.00099
S010034,L_24,15,Statement of Div and Use,N,N,N,1.533333333,0.7,1.233333333,0.233333333,0.00099
A013135,L_17_MSRR,60,Appropriative,N,N,N,0.026666667,0.263333333,0.506666667,0.52,0.00099
A025393A,L_17_MSRR,318,Appropriative,N,N,N,0.82,0.903333333,0.436666667,0.68,0.00099
A013384,L_18_MSRR,74,Appropriative,N,N,N,0.00099,0.00099,4.216666667,1.173333333,0.00099
A029405,L_17_MSRR,377,Appropriative,N,N,N,1.466666667,4.166666667,11.83333333,11.63333333,0.00099
A013393,L_24_LSR,75,Appropriative,N,N,N,5.233333333,12.03333333,17.16666667,17.2,0.00099
A013539,L_27,78,Appropriative,N,N,N,0.008183667,0.002506,0.001585667,0.001074,0.001892667
S025784,L_21,30,Statement of Div and Use,N,N,N,0.002044,0.002044,0.002044,0.002044,0.002044
S025594,L_18,17,Statement of Div and Use,N,N,N,0.00273,0.00273,0.00273,0.00273,0.00273
D032320,L_20,467,Registration Domestic,N,N,N,0.014833333,0.015088667,0.008204,0.003631667,0.003759667
A009774,L_20,38,Appropriative,N,N,N,0.003683,0.004603,0.004603,0.004603,0.004603
A021210,L_16,217,Appropriative,N,N,N,0.004603333,0.004603333,0.004603333,0.004603333,0.004603333
A025012,L_19_MSRR,307,Appropriative,N,N,N,0.003069,0.006138,0.007672,0.007672,0.007672
A024921,L_21_MSRR,302,Appropriative,N,N,N,0.002148333,0.00266,0.005831333,0.00931,0.00798
A009746,L_19,37,Appropriative,N,N,N,0.021482,0.021482,0.021482,0.021482,0.012482
S015825,L_24,16,Statement of Div and Use,N,N,N,0.053333333,0.066666667,0.043333333,0.06,0.013333333
D032787,L_20,477,Registration Domestic,N,N,N,0.0361145,0.0157375,0.0157375,0.0157375,0.0152
A025021,L_17_MSRR,308,Appropriative,N,N,N,0.017,0.017,0.017,0.017,0.017
H501560,L_20,480,Registration Cannabis,N,N,N,0.019948,0.0230165,0.0230165,0.0230165,0.0230165
A006926,L_24,35,Appropriative,N,N,N,0.022275333,0.020174667,0.025719333,0.022730333,0.023809333
A020134,L_21,188,Appropriative,N,N,N,0.0329,0.0211,0.0136,0.0469,0.0241
A014050B,L_17_MSRR,89,Appropriative,N,N,N,0.03,0.03,0.03,0.03,0.03
A021271,L_21,218,Appropriative,N,N,N,0.01162,0.01162,0.03066,0.03066,0.03066
D032534,L_16,471,Registration Domestic,N,N,N,0.04281,0.04143,0.04281,0.04281,0.04143
S000116,L_14,29,Statement of Div and Use,N,N,N,0.079914,0.043455333,0.045665333,0.045665333,0.043823667
S027799,L_16,24,Statement of Div and Use,N,N,N,0.06,0.06,0.06,0.06,0.06
S025957,L_21,22,Statement of Div and Use,N,N,N,0.00099,0.0612855,0.0612855,0.0612855,0.0612855
A026298A,L_17,337,Appropriative,N,N,N,0.067,0.064,0.067,0.067,0.064
A016777,L_15_MSDC,141,Appropriative,N,N,N,0.067865667,0.081427,0.084757333,0.051199,0.064615
A018849,L_24,162,Appropriative,N,N,N,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
A023144,L_27,256,Appropriative,N,N,N,0.256666667,0.086666667,0.073333333,0.09,0.086666667
S000113,L_14,28,Statement of Div and Use,N,N,N,0.136995,0.088384,0.091330333,0.091330333,0.088384
A011315,L_18,43,Appropriative,N,N,N,0.071379333,0.204295333,0.240390333,0.470159333,0.110238
D030601,L_17_MSRR,411,Registration Domestic,N,N,N,0.103317,0.116833,0.1271,0.134712,0.118121
A024884,L_20,297,Appropriative,N,N,N,0.11968663,0.11968663,0.11968663,0.11968663,0.11968663
A024865A02,L_18_MSRR,295,Appropriative,N,N,N,0.00099,0.28,0.336666667,0.193333333,0.16
S009040,L_16,25,Statement of Div and Use,N,N,N,0.133333333,0.166666667,0.166666667,0.166666667,0.166666667
A019470,L_21_MSRR,171,Appropriative,N,N,N,0.227834053,0.237869673,0.323061631,0.357750489,0.18288519
A014054,L_15_MSDC,90,Appropriative,N,N,N,0.171207,0.6946495,1.5892625,1.092651,0.182995
A022962,L_14,250,Appropriative,N,N,N,0.066666667,0.136666667,0.485,0.414666667,0.2
A025830,L_21,325,Appropriative,N,N,N,0.222275667,0.219618667,0.225478333,0.236625667,0.205411
A013261,L_18_MSRR,65,Appropriative,N,N,N,0.15,0.3,0.2,0.313333333,0.216666667
S028355,L_20,12,Statement of Div and Use,N,N,N,0.492682238,0.492682238,0.962808155,0.611699826,0.217682315
S025243,L_18,5,Statement of Div and Use,N,N,N,0.078206667,0.111306667,0.215313333,0.232636667,0.23473
A013988,L_15_MSDC,87,Appropriative,N,N,N,0.00099,0.00099,0.341666667,0.355,0.248333333
A021360,L_16_MSDC,220,Appropriative,N,N,N,0.286666667,0.673333333,0.816666667,0.55,0.299333333
A020634,L_23,201,Appropriative,N,N,N,0.233333333,0.25,0.25,0.283333333,0.333333333
A017263,L_16,147,Appropriative,N,N,N,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
A022523,L_21,240,Appropriative,N,N,N,0.190666667,0.272533333,0.312633333,0.3027,0.353733333
A021191,L_16,216,Appropriative,N,N,N,0.417,0.417,0.417,0.417,0.417
S015686,L_17_MSRR,6,Statement of Div and Use,N,N,N,0.006666667,0.16,0.35,0.486666667,0.42
A030186,L_21,400,Appropriative,N,N,N,0.3697135,0.348592,0.395698,0.484186,0.42573
S027251,L_16,26,Statement of Div and Use,N,N,N,0.275,0.5,0.5,0.5,0.5
A014747,L_17_MSRR,110,Appropriative,N,N,N,2.333333333,0.866666667,2.566666667,0.666666667,0.5
A029462,L_17_MSRR,378,Appropriative,N,N,N,0.017385667,0.148617,0.343258,0.436729,0.569552667
A013684B,L_17_MSRR,82,Appropriative,N,N,N,0.166666667,0.46,0.876666667,0.863333333,0.59
A026233,L_17_MSRR,334,Appropriative,N,N,N,0.298997,0.298997,0.598207,0.598207,0.598207
A031257,L_21_MSRR,427,Appropriative,N,N,N,0.754993,0.941044,0.617333333,0.646,0.612333333
A019652,L_28,176,Appropriative,N,N,N,0.5,0.5,0.666666667,0.666666667,0.666666667
A031567,L_21,436,Appropriative,N,N,N,0.522379,0.807874333,1.064441333,0.754096333,0.735495667
A025998,L_15,331,Appropriative,N,N,N,0.266666667,0.643333333,1.373333333,1.563333333,1.063333333
A013639,L_16_MSDC,80,Appropriative,N,N,N,1.58,3.063333333,2.566666667,2.096666667,1.076666667
A014136,L_14_MSDC,101,Appropriative,N,N,N,0.123086,0.547083333,1.820986667,1.887050667,1.187940333
A014061,L_17_MSRR,94,Appropriative,N,N,N,0.411233333,1.177466667,3.0554,2.809266667,1.190066667
S024229,L_20,10,Statement of Div and Use,N,N,N,1.25,1.25,1.25,1.25,1.25
A029272,L_21,372,Appropriative,N,N,N,1.092524,1.421918,1.420895,1.480226667,1.307345667
A014925,L_17_MSRR,115,Appropriative,N,N,N,1.333333333,4.8,5.2,4.566666667,1.333333333
A017689,L_15,151,Appropriative,N,N,N,0.165795,0.744445,2.2935045,1.564479,1.3381235
A021660,L_17_MSRR,222,Appropriative,N,N,N,0.141323,1.335937667,3.480758667,2.381164,1.386360333
A027479,L_17_MSRR,358,Appropriative,N,N,N,0.133333333,1.066666667,2.8,1.833333333,1.433333333
S025690,L_18,18,Statement of Div and Use,N,N,N,2.5,2.5,2,2.5,2
A015760,L_16_MSDC,129,Appropriative,N,N,N,0.433333333,0.75,1.311116333,1.778779,2.026765333
A015759,L_16_MSDC,128,Appropriative,N,N,N,0.338222667,0.305525333,1.239350667,2.154532333,2.057080667
A001029,L_26,31,Appropriative,N,N,N,1,2.21,2.883333333,3.496666667,2.246666667
A015348,L_15_MSDC,121,Appropriative,N,N,N,1.666666667,3.1,3.266666667,3.166666667,2.5
S004345,L_15_MSDC,1,Statement of Div and Use,N,N,N,0.443333333,1.33,1.33,1.33,2.66
A013098,L_17_MSRR,58,Appropriative,N,N,N,0.666666667,1.853333333,3.5,3.333333333,2.733333333
A016524,L_15_MSDC,138,Appropriative,N,N,N,0.00099,2.633333333,2.653333333,3.583333333,2.733333333
A013359,L_16,72,Appropriative,N,N,N,4.733333333,15.83333333,6.133333333,6.733333333,2.733333333
A026298B,L_18,338,Appropriative,N,N,N,1.758,3.372333333,6.426666667,4.289333333,2.777333333
A022359,L_15_MSDC,236,Appropriative,N,N,N,0.00099,3.666666667,3.666666667,3.666666667,3
A014064,L_15_MSDC,95,Appropriative,N,N,N,1.833333333,3.666666667,4.166666667,4.333333333,3.31
A013301,L_25,69,Appropriative,N,N,N,3.314398,3.314398,3.314398,3.314398,3.314398
A017056,L_15_MSDC,143,Appropriative,N,N,N,1.083333333,2.04,3.523333333,3.033333333,3.423333333
A023067,L_14_MSDC,253,Appropriative,N,N,N,3.5,7.25,7.25,7.25,3.5
A014333,L_17_MSRR,105,Appropriative,N,N,N,0.00099,4.566666667,16.16666667,25,3.633333333
A014066,L_15_MSDC,96,Appropriative,N,N,N,0.899720373,1.194604049,2.227516759,3.22736995,3.985861753
A031055,L_21_MSRR,422,Appropriative,N,N,N,3.327451333,4.126702333,3.941566333,5.028371667,4.376703667
A014055,L_15_MSDC,91,Appropriative,N,N,N,5,5.333333333,3.333333333,5.666666667,5
S009073,L_21,23,Statement of Div and Use,N,N,N,0.00099,0.00099,0.00099,0.839867,5.0671315
S024683,L_21_MSRR,20,Statement of Div and Use,N,N,N,4.433333333,8.566666667,12.66666667,5.4,5.166666667
A014067,L_15_MSDC,97,Appropriative,N,N,N,1.023333333,2.891013599,5.044599827,5.377319272,5.611396431
A013267,L_17_MSRR,66,Appropriative,N,N,N,1.4,4.766666667,10.43333333,14.1,5.633333333
A024268A,L_17_MSRR,269,Appropriative,N,N,N,2.5,8.233333333,16.5,16.1,8.466666667
A013453,L_17_MSRR,76,Appropriative,N,N,N,3.666666667,7.866666667,10.63333333,10.7,10.7
A014043,L_14_MSDC,88,Appropriative,N,N,N,12,25,25,12,12
A013317,L_21_MSRR,70,Appropriative,N,N,N,13,13,13,13,13
A029901,L_18_MSRR,396,Appropriative,N,N,N,12.11333333,16.85333333,20.6,23.66333333,18.98666667
S009054,L_21_MSRR,21,Statement of Div and Use,N,N,N,15.12,19.87,23.22333333,23.68,20.52333333
A014068,L_16_MSDC,98,Appropriative,N,N,N,41.16333333,34.26,33.33,25.45333333,31.84666667
A010795,L_18_MSRR,40,Appropriative,N,N,N,0.00099,10.43333333,43.06666667,38.23333333,37.16666667
S009055,L_19_MSRR,19,Statement of Div and Use,N,N,N,42.16,45.79,54.47666667,53.18666667,46.86333333
A024929,L_21_MSRR,303,Appropriative,N,N,N,57.27,65.59333333,77.68666667,76.85666667,67.37333333
