USER,BASIN,RIPARIAN,PRIORITY,2021-09_ALLOCATION,2021-09_DEMAND,2021-09_SHORTAGE,2108-09_%_SHORTAGE
S018142,L_14,Y,10000000,0.000663179,0,0,33%
S018153,L_16,Y,10000000,0.000663179,0,0,33%
S018157,L_14_MSDC,Y,10000000,4.644488916,6.933333333,2.29,33%
S018160,L_14_MSDC,Y,10000000,0.781524577,1.166666667,0.39,33%
S018190,L_16,Y,10000000,0.000663179,0,0,33%
S018205,L_14,Y,10000000,0.000663179,0,0,33%
S018213,L_16_MSDC,Y,10000000,0.122811005,0.183333333,0.06,33%
S018216,L_16_MSDC,Y,10000000,0.138441497,0.206666667,0.07,33%
S018222,L_16_MSDC,Y,10000000,0.381830579,0.57,0.19,33%
S018225,L_16_MSDC,Y,10000000,1.107531972,1.653333333,0.55,33%
S018640,L_16_MSDC,Y,10000000,0.000663179,0,0,33%
S019027,L_15_MSDC,Y,10000000,0.000663179,0,0,33%
S019030,L_15_MSDC,Y,10000000,2.491946937,3.72,1.23,33%
S019045,L_15_MSDC,Y,10000000,0.000663179,0,0,33%
S019384,L_16_MSDC,Y,10000000,1.033845369,1.543333333,0.51,33%
S019406,L_16,Y,10000000,0.000663179,0,0,33%
S019409,L_16,Y,10000000,0.000663179,0,0,33%
S019412,L_16,Y,10000000,0.000663179,0,0,33%
S019760,L_17_MSRR,Y,10000000,0.000663179,0,0,33%
S019763,L_17_MSRR,Y,10000000,10.14865487,15.15,5,33%
S019926,L_15,Y,10000000,0.000663179,0,0,33%
S019972,L_16,Y,10000000,1.062873425,1.586666667,0.52,33%
S020134,L_16,Y,10000000,0.019529926,0.029154443,0.01,33%
S020596,L_15_MSDC,Y,10000000,0.000663179,0,0,33%
S021353,L_14_MSDC,Y,10000000,0.000663179,0,0,33%
S021488,L_15_MSDC,Y,10000000,0.759195303,1.133333333,0.37,33%
S021568,L_15_MSDC,Y,10000000,1.674695523,2.5,0.83,33%
S021990,L_15_MSDC,Y,10000000,0.000663179,0,0,33%
S021991,L_15_MSDC,Y,10000000,0.000663179,0,0,33%
S022015,L_17_MSRR,Y,10000000,1.697024796,2.533333333,0.84,33%
S022016,L_17_MSRR,Y,10000000,0.669878209,1,0.33,33%
S022017,L_17_MSRR,Y,10000000,0.000663179,0,0,33%
S022287,L_15_MSDC,Y,10000000,0.000663179,0,0,33%
S022288,L_16_MSDC,Y,10000000,0.000663179,0,0,33%
S022309,L_14,Y,10000000,0.000663179,0,0,33%
S022310,L_14,Y,10000000,0.000663179,0,0,33%
S022463,L_16_MSDC,Y,10000000,0.178857482,0.267,0.09,33%
S022466,L_16_MSDC,Y,10000000,0.535289406,0.799084667,0.26,33%
S022528,L_17_MSRR,Y,10000000,0.24562201,0.366666667,0.12,33%
S022598,L_16_MSDC,Y,10000000,0.044658547,0.066666667,0.02,33%
S022703,L_16,Y,10000000,0.000663179,0,0,33%
S022857,L_15_MSDC,Y,10000000,4.510513274,6.733333333,2.22,33%
S022859,L_15_MSDC,Y,10000000,0.000663179,0,0,33%
S023512,L_17,Y,10000000,0.000663179,0,0,33%
S023513,L_17,Y,10000000,0.000663179,0,0,33%
S023514,L_17,Y,10000000,0.000663179,0,0,33%
S023515,L_17,Y,10000000,0.000663179,0,0,33%
S023678,L_17,Y,10000000,0.647548936,0.966666667,0.32,33%
S023680,L_16,Y,10000000,0.000663179,0,0,33%
S023682,L_16,Y,10000000,0.000663179,0,0,33%
S024495,L_16_MSDC,Y,10000000,0.820600806,1.225,0.4,33%
S024511,L_16_MSDC,Y,10000000,0.000663179,0,0,33%
S024512,L_16_MSDC,Y,10000000,0.1565521,0.233702333,0.08,33%
S024513,L_16_MSDC,Y,10000000,0.000663179,0,0,33%
S025042,L_16_MSDC,Y,10000000,0.000663179,0,0,33%
S025228,L_16,Y,10000000,0.000663179,0,0,33%
S025235,L_16,Y,10000000,0.026431161,0.039456667,0.01,33%
S025242,L_16,Y,10000000,0.044211962,0.066,0.02,33%
S025251,L_16,Y,10000000,0.003568441,0.005327,0,33%
S025300,L_16,Y,10000000,0.000663179,0,0,33%
S025301,L_15_MSDC,Y,10000000,0.312609831,0.466666667,0.15,33%
S025305,L_16_MSDC,Y,10000000,2.009634627,3,0.99,33%
S025343,L_17_MSRR,Y,10000000,1.292864943,1.93,0.64,33%
S025344,L_17_MSRR,Y,10000000,0.337172032,0.503333333,0.17,33%
S025345,L_17_MSRR,Y,10000000,1.717121142,2.563333333,0.85,33%
S025346,L_17_MSRR,Y,10000000,1.516157679,2.263333333,0.75,33%
S025398,L_16,Y,10000000,0.323774467,0.483333333,0.16,33%
S025479,L_17_MSRR,Y,10000000,0.000663179,0,0,33%
S025484,L_17_MSRR,Y,10000000,0.000663179,0,0,33%
S025485,L_17_MSRR,Y,10000000,0.000663179,0,0,33%
S025486,L_17_MSRR,Y,10000000,0.044658547,0.066666667,0.02,33%
S025487,L_17_MSRR,Y,10000000,0.915500219,1.366666667,0.45,33%
S025488,L_17_MSRR,Y,10000000,0.002232927,0.003333333,0,33%
S025553,L_17,Y,10000000,0.164253467,0.245199,0.08,33%
S025818,L_16,Y,10000000,0.03886812,0.058022667,0.02,33%
S026695,L_14,Y,10000000,0.000663179,0,0,33%
S027934,L_16,Y,10000000,0.000663179,0,0,33%
S027969,L_17_MSRR,Y,10000000,2.813488478,4.2,1.39,33%
S000093,L_27,Y,10000000,0,0,0,0%
S000549,L_25,Y,10000000,0,0,0,0%
S000632,L_26,Y,10000000,0,0,0,0%
S001181,L_21,Y,10000000,0,0,0,0%
S002720,L_18,Y,10000000,9.23E-05,9.23E-05,0,0%
S002929,L_27,Y,10000000,0,0,0,0%
S003106,L_18,Y,10000000,0.69,0.69,0,0%
S004341,L_21,Y,10000000,0.001534333,0.001534333,0,0%
S004460,L_21,Y,10000000,0,0,0,0%
S008502,L_18,Y,10000000,0,0,0,0%
S008582,L_20,Y,10000000,0.000485667,0.000485667,0,0%
S008583,L_20,Y,10000000,0,0,0,0%
S008584,L_20,Y,10000000,0,0,0,0%
S008585,L_20,Y,10000000,0,0,0,0%
S008586,L_20,Y,10000000,0.001739,0.001739,0,0%
S008587,L_20,Y,10000000,0,0,0,0%
S008588,L_20,Y,10000000,0.002762,0.002762,0,0%
S008589,L_20,Y,10000000,0.051956333,0.051956333,0,0%
S008590,L_20,Y,10000000,0.002557667,0.002557667,0,0%
S008591,L_20,Y,10000000,0.015242,0.015242,0,0%
S008592,L_20,Y,10000000,0.011763667,0.011763667,0,0%
S008593,L_20,Y,10000000,0.258809667,0.258809667,0,0%
S009324,L_20,Y,10000000,0.093601,0.093601,0,0%
S009689,L_24_LSR,Y,10000000,0,0,0,0%
S012930,L_18,Y,10000000,0,0,0,0%
S013850,L_21,Y,10000000,0.2116,0.2116,0,0%
S014070,L_23,Y,10000000,11.3,11.3,0,0%
S014075,L_24,Y,10000000,4.756666667,4.756666667,0,0%
S014076,L_24,Y,10000000,0,0,0,0%
S014080,L_18_MSRR,Y,10000000,0,0,0,0%
S014081,L_18_MSRR,Y,10000000,0,0,0,0%
S014082,L_18_MSRR,Y,10000000,0,0,0,0%
S014090,L_18_MSRR,Y,10000000,1.466666667,1.466666667,0,0%
S014091,L_18_MSRR,Y,10000000,0,0,0,0%
S014096,L_24_LSR,Y,10000000,0,0,0,0%
S014097,L_24_LSR,Y,10000000,0,0,0,0%
S014479,L_21,Y,10000000,0.046,0.046,0,0%
S014910,L_19_MSRR,Y,10000000,1.512,1.512,0,0%
S015214,L_19_MSRR,Y,10000000,0.366666667,0.366666667,0,0%
S015273,L_24_LSR,Y,10000000,0.300936667,0.300936667,0,0%
S015460,L_24_LSR,Y,10000000,0,0,0,0%
S015461,L_18_MSRR,Y,10000000,0.125,0.125,0,0%
S015821,L_28,Y,10000000,0,0,0,0%
S015872,L_25,Y,10000000,0,0,0,0%
S015885,L_24,Y,10000000,0.05,0.05,0,0%
S015886,L_24,Y,10000000,0,0,0,0%
S015887,L_24,Y,10000000,0,0,0,0%
S015895,L_24,Y,10000000,0,0,0,0%
S015900,L_19_MSRR,Y,10000000,0.5,0.5,0,0%
S015901,L_19_MSRR,Y,10000000,0,0,0,0%
S015906,L_18,Y,10000000,0,0,0,0%
S015908,L_21,Y,10000000,0,0,0,0%
S015923,L_18,Y,10000000,0,0,0,0%
S015948,L_21,Y,10000000,0,0,0,0%
S015955,L_19,Y,10000000,0,0,0,0%
S015981,L_24,Y,10000000,0,0,0,0%
S015997,L_24,Y,10000000,0.133333333,0.133333333,0,0%
S016025,L_24,Y,10000000,0,0,0,0%
S016134,L_18,Y,10000000,0.024127667,0.024127667,0,0%
S016322,L_18_MSRR,Y,10000000,0.4,0.4,0,0%
S016328,L_24,Y,10000000,0,0,0,0%
S016682,L_24_LSR,Y,10000000,0,0,0,0%
S016683,L_24_LSR,Y,10000000,0,0,0,0%
S016684,L_18_MSRR,Y,10000000,1.266666667,1.266666667,0,0%
S016685,L_18_MSRR,Y,10000000,2.833333333,2.833333333,0,0%
S016686,L_18_MSRR,Y,10000000,0,0,0,0%
S016699,L_28,Y,10000000,0,0,0,0%
S016700,L_28,Y,10000000,0.005258,0.005258,0,0%
S016731,L_24_LSR,Y,10000000,0.245119,0.245119,0,0%
S016778,L_23,Y,10000000,0,0,0,0%
S016779,L_23,Y,10000000,0,0,0,0%
S016853,L_27,Y,10000000,0,0,0,0%
S017651,L_18,Y,10000000,0,0,0,0%
S018671,L_20,Y,10000000,0,0,0,0%
S018674,L_20,Y,10000000,0.0051,0.0051,0,0%
S018677,L_20,Y,10000000,0,0,0,0%
S019190,L_24,Y,10000000,0,0,0,0%
S019193,L_18,Y,10000000,0,0,0,0%
S019205,L_23,Y,10000000,0,0,0,0%
S019232,L_27,Y,10000000,0,0,0,0%
S019312,L_27,Y,10000000,0,0,0,0%
S019697,L_26,Y,10000000,0,0,0,0%
S019762,L_23,Y,10000000,0,0,0,0%
S020828,L_18_MSRR,Y,10000000,4.833333333,4.833333333,0,0%
S021485,L_18,Y,10000000,0,0,0,0%
S022128,L_24,Y,10000000,0.03288,0.03288,0,0%
S022400,L_18_MSRR,Y,10000000,0,0,0,0%
S022557,L_18,Y,10000000,0,0,0,0%
S022558,L_18,Y,10000000,0,0,0,0%
S022559,L_21,Y,10000000,0,0,0,0%
S022560,L_21,Y,10000000,0,0,0,0%
S022561,L_21,Y,10000000,0,0,0,0%
S022607,L_24_LSR,Y,10000000,0,0,0,0%
S022713,L_25,Y,10000000,0,0,0,0%
S022777,L_18,Y,10000000,0,0,0,0%
S022832,L_27,Y,10000000,0,0,0,0%
S023707,L_24,Y,10000000,0,0,0,0%
S023849,L_25,Y,10000000,0.333333333,0.333333333,0,0%
S024131,L_21_MSRR,Y,10000000,0.006137775,0.006137775,0,0%
S024280,L_21,Y,10000000,0,0,0,0%
S024349,L_19_MSRR,Y,10000000,0.046666667,0.046666667,0,0%
S024769,L_20,Y,10000000,0,0,0,0%
S024770,L_20,Y,10000000,0.003790225,0.003790225,0,0%
S024858,L_27,Y,10000000,0,0,0,0%
S025066,L_18_MSRR,Y,10000000,0.000859511,0.000859511,0,0%
S025197,L_21,Y,10000000,0.589993333,0.589993333,0,0%
S025227,L_18,Y,10000000,0.083153667,0.083153667,0,0%
S025236,L_18,Y,10000000,0.027704,0.027704,0,0%
S025237,L_18,Y,10000000,0.034064604,0.034064604,0,0%
S025250,L_18,Y,10000000,0.005114667,0.005114667,0,0%
S025263,L_18,Y,10000000,0.013809972,0.013809972,0,0%
S025354,L_18,Y,10000000,0.2925,0.2925,0,0%
S025471,L_24,Y,10000000,0.001534,0.001534,0,0%
S025590,L_18,Y,10000000,0.029357417,0.029357417,0,0%
S025675,L_24,Y,10000000,0,0,0,0%
S025689,L_24,Y,10000000,0,0,0,0%
S025698,L_24,Y,10000000,0.000716074,0.000716074,0,0%
S025702,L_18,Y,10000000,0,0,0,0%
S025703,L_18,Y,10000000,0.010879,0.010879,0,0%
S025714,L_18,Y,10000000,0,0,0,0%
S025769,L_24,Y,10000000,0.0015345,0.0015345,0,0%
S025792,L_18,Y,10000000,0.069666667,0.069666667,0,0%
S025816,L_21,Y,10000000,0.033758,0.033758,0,0%
S025827,L_24,Y,10000000,0.023333333,0.023333333,0,0%
S025833,L_18,Y,10000000,0.005892321,0.005892321,0,0%
S025834,L_18,Y,10000000,0.003114962,0.003114962,0,0%
S025847,L_18,Y,10000000,0.459934,0.459934,0,0%
S025883,L_24,Y,10000000,0.001579,0.001579,0,0%
S025889,L_18,Y,10000000,0.04,0.04,0,0%
S025890,L_18,Y,10000000,6.13E-05,6.13E-05,0,0%
S025891,L_24,Y,10000000,0.034525,0.034525,0,0%
S025893,L_18,Y,10000000,0,0,0,0%
S026037,L_18,Y,10000000,0.006003333,0.006003333,0,0%
S026496,L_20,Y,10000000,0,0,0,0%
S026639,L_26,Y,10000000,0,0,0,0%
S026735,L_20,Y,10000000,0.052201333,0.052201333,0,0%
S026781,L_20,Y,10000000,0.0025,0.0025,0,0%
S026853,L_18,Y,10000000,0.28,0.28,0,0%
S026903,L_20,Y,10000000,0.076722196,0.076722196,0,0%
S026919,L_24_LSR,Y,10000000,0.533333333,0.533333333,0,0%
S027297,L_18,Y,10000000,0.05524,0.05524,0,0%
S027326,L_24,Y,10000000,0.006905,0.006905,0,0%
S027330,L_18,Y,10000000,0,0,0,0%
S027331,L_18,Y,10000000,0,0,0,0%
S027385,L_27,Y,10000000,0,0,0,0%
S027435,L_18,Y,10000000,0.051496,0.051496,0,0%
S027438,L_20,Y,10000000,0.03375776,0.03375776,0,0%
S027456,L_24,Y,10000000,0.020459,0.020459,0,0%
S027500,L_20,Y,10000000,0.03375776,0.03375776,0,0%
S027654,L_28,Y,10000000,0.025,0.025,0,0%
S027768,L_24,Y,10000000,0,0,0,0%
S027883,L_18,Y,10000000,0,0,0,0%
S027965,L_24,Y,10000000,0.0029025,0.0029025,0,0%
S028035,L_18,Y,10000000,0,0,0,0%
S028233,L_18_MSRR,Y,10000000,0,0,0,0%
S028289,L_18,Y,10000000,0,0,0,0%
