USER,RIPARIAN,BASIN,MAINSTEM,UPPER_RUSSIAN,PRIORITY,PRIORITY_CLASS,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND
A012958,N,R_04_M,Y,Y,78.0,PRE-1949+1949,0.0002022,0.0002022,0.0002022,0.0002022,2.0,18.43,18.31,43.33,20.1,0.0002022,0.0002022,0.0002022,N,N,N
A013270,N,R_04_M,Y,Y,88.0,PRE-1949+1949,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,13.74,14.84,8.31,6.16,0.0002022,0.0002022,0.0002022,N,N,N
A013287,N,R_04_M,Y,Y,91.0,PRE-1949+1949,0.0002022,0.0002022,1.03,1.53,2.66,2.8,4.53,2.86,1.3,1.03,0.0002022,0.0002022,N,N,N
A013288,N,R_04_M,Y,Y,92.0,PRE-1949+1949,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,8.76,9.7,7.73,6.5,8.9,0.0002022,0.0002022,N,N,N
A013973,N,R_04_M,Y,Y,126.0,1950-1952,0.0002022,0.0002022,0.0002022,0.01,0.75,0.78,0.78,0.75,0.71,0.62,0.04,0.004981666666666671,N,N,N
A013974,N,R_04_M,Y,Y,127.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A014160,N,R_04_M,Y,Y,144.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A014624,N,R_04_M,Y,Y,159.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A014916A,N,R_04_M,Y,Y,175.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,1.13,3.42,4.95,4.33,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A014916B,N,R_04_M,Y,Y,176.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,0.55,1.57,2.05,1.76,5.12,0.3,0.0002022,0.0002022,N,N,N
A015158A,N,R_04_M,Y,Y,181.0,1953-1954,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
A015158B,N,R_04_M,Y,Y,182.0,1953-1954,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
A015168,N,R_04_M,Y,Y,183.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.58,7.69,2.3,1.39,0.0002022,0.0002022,0.0002022,N,N,N
A015329A,N,R_04_M,Y,Y,188.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A015329B,N,R_04_M,Y,Y,189.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0055,0.0083,0.0083,0.0083,0.01,0.01,0.0092,0.0002022,0.0002022,N,N,N
A015677,N,R_04_M,Y,Y,199.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.26,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A015678,N,R_04_M,Y,Y,200.0,1953-1954,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
A015704,N,R_04_M,Y,Y,201.0,1953-1954,117.86,89.56,98.7,99.16,112.16,162.6,171.1,176.46,119.13,57.8,37.13,75.53,N,N,N
A015796,N,R_04_M,Y,Y,213.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A016155,N,R_04_M,Y,Y,220.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,1.66,7.23,9.28,6.83,4.73,0.0002022,0.0002022,0.0002022,N,N,N
A016416,N,R_04_M,Y,Y,230.0,1955-1956,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A017232,N,R_04_M,Y,Y,252.0,1955-1956,39.3,35.45,41.92,43.37,64.76,48.61,0.0002022,0.0002022,0.0002022,0.0002022,31.97,36.93,N,N,N
A017587,N,R_04_M,Y,Y,257.0,1957-1959,32.15,32.07,33.29,44.47,58.61,66.22,0.0002022,0.0002022,0.0002022,0.0002022,62.56,31.09,N,N,N
A021126,N,R_04_M,Y,Y,310.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,18.88,27.24,28.12,22.45,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A021838,N,R_04_M,Y,Y,334.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.83,3.6,4.56,3.5,2.46,0.0002022,0.0002022,0.0002022,N,N,N
A021870,N,R_04_M,Y,Y,335.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A022005B,N,R_04_M,Y,Y,348.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A022208,N,R_04_M,Y,Y,353.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,5.58,5.0,2.24,4.74,0.1,0.0002022,0.0002022,N,N,N
A022306,N,R_04_M,Y,Y,355.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.89,1.96,2.1,1.6,1.23,1.15,0.0002022,0.0002022,N,N,N
A022815,N,R_04_M,Y,Y,368.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,2.66,3.6,7.03,7.5,4.23,0.0002022,0.0002022,0.0002022,N,N,N
A022881,N,R_04_M,Y,Y,369.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A023035,N,R_04_M,Y,Y,371.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A023039,N,R_04_M,Y,Y,372.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,5.2,15.03,17.18,14.07,9.15,4.89,0.0002022,0.0002022,N,N,N
A023040,N,R_04_M,Y,Y,373.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,2.39,12.21,15.36,14.25,8.9,3.96,0.0002022,0.0002022,N,N,N
A023163,N,R_04_M,Y,Y,377.0,1960-1970,0.0002022,0.0002022,0.0002022,1.2,1.17,4.75,6.68,6.57,3.47,0.72,0.0002022,0.0002022,N,N,N
A023817,N,R_04_M,Y,Y,426.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A024645,N,R_04_M,Y,Y,491.0,1971-1990,0.66,0.66,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.33,N,N,Y
A024820,N,R_04_M,Y,Y,506.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,2.9,3.63,3.8,2.13,0.0002022,0.0002022,0.0002022,N,N,N
A029406,N,R_04_M,Y,Y,675.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.03,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A029591,N,R_04_M,Y,Y,671.0,1971-1990,0.0002022,0.0002022,0.5,1.33,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A029592,N,R_04_M,Y,Y,672.0,1971-1990,0.0002022,0.0002022,0.0002022,0.66,28.33,31.66,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A029723,N,R_04_M,Y,Y,696.0,1971-1990,0.0002022,0.0002022,1.0,5.25,0.56,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A030036,N,R_04_M,Y,Y,701.0,1991-PRESENT,0.0002022,0.16,2.66,3.73,0.83,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
H505997,N,R_04_M,Y,Y,876.0,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015365,N,R_04_M,Y,Y,5.0,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S019766,N,R_04_M,Y,Y,52.0,PRE-1914,17.73,12.93,13.8,24.66,34.23,10.5,8.16,0.0002022,0.0002022,13.06,22.66,25.73,N,N,N
S019769,N,R_04_M,Y,Y,53.0,PRE-1914,2.26,0.0002022,0.0002022,2.16,71.2,116.33,164.03,172.2,166.6,159.1,119.46,23.5,N,N,N
A004308,N,R_05_M,Y,Y,61.0,PRE-1949+1949,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,2.69,2.61,2.16,1.3,0.0002022,0.0002022,0.0002022,N,N,N
A006854,N,R_05_M,Y,Y,66.0,PRE-1949+1949,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A006855,N,R_05_M,Y,Y,67.0,PRE-1949+1949,0.0002022,0.0002022,0.0002022,0.0002022,0.18,2.47,4.01,3.15,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A013528,N,R_05_M,Y,Y,98.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,1.44,2.72,4.9,3.69,2.41,1.11,0.0002022,0.0002022,N,N,N
A014206,N,R_05_M,Y,Y,146.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,0.25,0.75,0.75,0.75,0.4,0.0002022,0.0002022,0.0002022,N,N,N
A014304,N,R_05_M,Y,Y,151.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A014539,N,R_05_M,Y,Y,158.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,0.93,4.2,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A014997A,N,R_05_M,Y,Y,177.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,1.23,5.13,8.88,7.16,2.89,1.24,0.0002022,0.0002022,N,N,N
A014997B,N,R_05_M,Y,Y,178.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,0.33,0.4,2.51,3.29,2.57,0.54,0.0002022,0.0002022,N,N,N
A015157,N,R_05_M,Y,Y,180.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,5.86,3.06,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A015721,N,R_05_M,Y,Y,202.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,24.43,61.46,61.46,59.11,57.03,14.46,5.33,N,N,N
A015780,N,R_05_M,Y,Y,210.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,14.5,73.66,85.0,23.33,53.33,5.0,0.0002022,0.0002022,N,N,N
A015781,N,R_05_M,Y,Y,211.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,3.18,2.65,6.07,6.04,0.63,0.0002022,N,N,N
A015782,N,R_05_M,Y,Y,212.0,1953-1954,0.0002022,0.0002022,0.0002022,0.0002022,2.33,5.66,6.33,5.0,2.33,0.0002022,0.0002022,0.0002022,N,N,N
A016308,N,R_05_M,Y,Y,222.0,1955-1956,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.09,2.33,1.46,3.51,0.16,0.0002022,0.0002022,N,N,N
A016758,N,R_05_M,Y,Y,241.0,1955-1956,0.0002022,0.0002022,0.0002022,0.96,1.21,3.63,2.87,2.35,1.38,2.02,0.0002022,0.0002022,N,N,N
A017366,N,R_05_M,Y,Y,255.0,1955-1956,0.0002022,0.0002022,0.0002022,0.0002022,0.25,0.41,0.83,1.0,1.0,1.0,0.0002022,0.0002022,N,N,N
A017622,N,R_05_M,Y,Y,258.0,1957-1959,0.0002022,0.0002022,0.0002022,0.0002022,0.59,1.02,1.64,1.23,0.91,0.37,0.0002022,0.0002022,N,N,N
A017624,N,R_05_M,Y,Y,259.0,1957-1959,0.0002022,0.0002022,0.0002022,0.0002022,1.31,33.86,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A017911A,N,R_05_M,Y,Y,267.0,1957-1959,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,9.5,6.26,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A017911B,N,R_05_M,Y,Y,268.0,1957-1959,0.0002022,0.0002022,0.0002022,0.0002022,1.0,4.86,7.96,7.8,1.03,0.0002022,0.0002022,0.0002022,N,N,N
A020540,N,R_05_M,Y,Y,293.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,1.34,21.95,33.64,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A020662,N,R_05_M,Y,Y,297.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,2.84,9.35,9.48,9.91,4.23,0.0002022,0.0002022,0.0002022,N,N,N
A021127,N,R_05_M,Y,Y,311.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A022692,N,R_05_M,Y,Y,365.0,1960-1970,0.0002022,0.0002022,0.0002022,0.15,0.2,0.3,0.35,0.45,0.35,0.2,0.0002022,0.0002022,N,N,N
A022802,N,R_05_M,Y,Y,367.0,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,11.8,23.53,43.43,53.73,45.33,19.03,0.0002022,0.0002022,N,N,N
A023446B,N,R_05_M,Y,Y,393.0,1960-1970,0.0002022,0.0002022,2.18,1.84,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A023664,N,R_05_M,Y,Y,410.0,1971-1990,1.31,1.07,1.45,1.59,3.19,4.28,0.0002022,0.0002022,0.0002022,0.0002022,2.23,1.53,N,N,N
A023671,N,R_05_M,Y,Y,413.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,8.16,68.66,79.33,20.5,44.5,0.0002022,0.0002022,0.0002022,N,N,N
A024013,N,R_05_M,Y,Y,440.0,1971-1990,0.0002022,0.0002022,0.0002022,0.52,1.16,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A024014,N,R_05_M,Y,Y,441.0,1971-1990,0.0002022,0.0002022,0.45,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A024140,N,R_05_M,Y,Y,455.0,1971-1990,0.83,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,29.3,7.3,N,N,Y
A024617,N,R_05_M,Y,Y,490.0,1971-1990,0.0002022,0.0002022,4.15,0.16,0.08,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A024789A,N,R_05_M,Y,Y,500.0,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A024789B,N,R_05_M,Y,Y,501.0,1971-1990,0.0002022,0.0002022,1.13,0.06,0.03,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A025268,N,R_05_M,Y,Y,555.0,1971-1990,0.0002022,0.0002022,0.44,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A027581,N,R_05_M,Y,Y,617.0,1971-1990,0.0002022,0.0002022,7.66,10.33,9.33,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A027582,N,R_05_M,Y,Y,618.0,1971-1990,7.33,10.66,6.0,6.66,11.33,18.33,18.66,13.0,10.33,9.33,0.0002022,0.0002022,N,N,N
A027583,N,R_05_M,Y,Y,619.0,1971-1990,8.33,6.33,5.33,0.0002022,4.0,4.66,4.66,4.33,2.33,0.0002022,0.0002022,0.0002022,N,N,N
A027584,N,R_05_M,Y,Y,620.0,1971-1990,0.0002022,0.0002022,2.33,4.0,4.33,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A028854,N,R_05_M,Y,Y,656.0,1971-1990,0.0002022,0.0002022,2.58,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A031094,N,R_05_M,Y,Y,703.0,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A003565,N,R_06_M,Y,Y,58.0,PRE-1949+1949,0.03,0.0002022,0.0002022,0.006666666999999999,0.1,0.18,2.9,3.6,0.21,0.16,0.0002022,0.0002022,N,N,N
A013030A,N,R_06_M,Y,Y,79.0,PRE-1949+1949,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A013030B,N,R_06_M,Y,Y,80.0,PRE-1949+1949,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,6.06,18.37,27.2,15.83,4.5,0.0002022,0.0002022,N,N,N
A013749,N,R_06_M,Y,Y,110.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,2.2,0.0002022,2.43,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A013753,N,R_06_M,Y,Y,111.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.005566666999999999,0.005566666999999999,0.005566666999999999,0.002333333,0.0002022,0.0002022,0.0002022,N,N,N
A013755,N,R_06_M,Y,Y,112.0,1950-1952,0.0002022,0.0002022,0.0002022,0.0002022,1.97,4.58,12.33,5.52,7.83,0.35,0.0002022,0.0002022,N,N,N
