BASIN,2022-09_ALLOCATIONS,2022-09_DEMAND,2022-09_FLOW,2022-09_PROPORTIONS
R_14,0.0,0.0,4.330373980989208,0.0
R_14_M,11.420906528468814,13.333535533,0.0,0.856555
R_15,0.0,0.0,1.1741247237084445,0.0
R_15_M,21.608759095118547,25.227520819,0.0,0.856555
R_16,0.0,0.0,6.27462352347416,0.0
R_16_M,20.273864194002993,23.669074600000002,0.0,0.856555
R_17,0.0,0.0,2.9163743137274265,0.0
R_17_M,50.27190065059973,58.69080286800001,0.0,0.856555
R_18,0.0,0.0,7.196248306600142,0.0
R_18_M,10.927274911,10.927274911,0.0,1.0
R_19,0.0,0.0,2.5754993939411035,0.0
R_19_M,2.425535534,2.4255355339999998,0.0,1.0
R_20,0.0,0.0,16.286246167568745,0.0
R_21,0.0,0.0,10.7312474747546,0.0
R_21_M,0.006137775,0.006137775,0.0,1.0
R_22,0.0,0.0,88.87997908502632,0.0
R_23,0.0,0.0,12.612372032093935,0.0
R_24,0.0,0.0,12.018997171725148,0.0
R_24_M,1.0806022,1.0806022,0.0,1.0
R_25,0.0,0.0,0.0,0.0
R_26,0.0,0.0,0.0,0.0
R_27,0.0,0.0,140.06171704109119,0.0
R_28,0.0,0.0,31.486742590632897,0.0
