Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1/1/2022,15889.37982,13401.63241,1590.465254,5112.175743,10219.13496,19731.36121,1891.456827,5153.669936,5687.659729,3126.96029,6408.135372,6500.684082,252.8329209,4070.71515,1321.447218,5352.691316,2221.506235,9470.275862,2271.807034,10862.03709,11615.06148,17228.42042,1673.790829,5812.57867,1090.531641,920.7862781,4914.165933,3106.510714
2/1/2022,2023.793945,2766.702634,297.0047978,635.9401514,2108.071585,3653.25422,315.0345401,946.9284127,1084.640735,572.4096073,1470.108295,1273.923277,28.4032904,810.2078256,276.9320814,988.3432663,465.7782601,1823.919673,324.9915595,1787.919693,2121.856702,3290.993259,252.1982105,789.4408947,332.8857701,268.0064664,745.8045547,485.1369273
3/1/2022,969.4804666,1087.298585,117.5999363,635.9599861,822.1879844,1508.964472,116.5288625,542.3600368,630.7037906,268.760185,593.2162076,520.5418668,19.4181713,361.1105482,103.1801094,429.3419162,246.8230068,700.9384633,158.5387571,2603.106028,860.627633,1683.866857,491.6427089,792.3764303,504.6741068,607.933555,1141.367977,1035.728365
4/1/2022,3132.494171,1742.597403,240.4957375,2506.828394,1353.956291,2630.894443,182.1420501,949.2292379,1124.429143,398.0625943,667.0012916,539.3451624,36.5355174,426.2675377,99.4908552,528.7534326,338.7965107,972.4556716,356.2907161,5515.0185,1731.331294,2247.251675,1017.956473,1455.985988,1074.525038,1367.58273,2456.626769,2358.04831
5/1/2022,850.5714401,462.6245428,67.7355005,546.5054891,330.7832919,668.0723654,45.818157,127.4379475,213.8379007,60.495835,136.2842237,100.0660615,5.7123936,90.9222648,17.2165196,94.6710231,59.1867448,172.8792452,51.8875752,1920.613836,422.0427466,771.2921442,102.4263908,310.3138815,131.3850528,131.4643916,571.3186988,265.5469636
6/1/2022,581.4740652,390.9022676,47.9801393,459.0146274,242.9949097,535.7550817,48.6743538,238.7304492,274.5519174,112.9387818,174.3668477,137.8709997,10.9685891,116.4693584,26.1024652,165.2032163,81.0247495,218.776741,66.9817819,748.164884,363.3121999,678.5649217,149.1767787,186.3668412,55.7751764,234.0891294,979.83418,588.8327389
7/1/2022,81.2429312,53.8115411,8.1123923,40.8396473,38.479318,84.5156567,8.0925576,26.6380021,32.2512222,14.3206534,21.7785006,21.5999883,1.4876025,17.5537095,4.2446258,23.3652766,12.0396629,30.0892399,9.91735,108.0594456,52.7999714,246.2478005,21.1636249,44.5090668,-35.1867578,-91.0016036,405.222921,56.3503827
8/1/2022,43.5768359,29.1173396,4.4231381,20.5289145,21.421476,45.9768346,4.3437993,15.0347026,18.1487505,8.2115658,11.90082,13.090902,0.8925615,9.8181765,2.6181804,13.6462736,6.6446245,16.3437928,5.7322283,43.9338605,25.6859365,185.652792,15.1338761,15.2330496,-34.3537004,-116.7272095,382.2345037,38.1222934
9/1/2022,29.3156866,20.1322205,3.0148744,13.8049512,14.9156944,31.6363465,2.9157009,10.8297462,12.6347039,5.95041,8.3504087,9.6396642,0.595041,6.8033021,1.8446271,9.8578459,4.5818157,11.305779,4.0462788,25.586763,16.859495,139.636288,19.8148653,18.8826344,-39.8479123,-99.6693675,359.5634416,49.4677418
10/1/2022,22.7107315,15.9470988,2.3206599,10.8495809,11.90082,25.0710608,2.2413211,8.7867721,10.0760276,4.8793362,6.6842939,7.9140453,0.6148757,5.3950384,1.5669413,7.9735494,3.6099154,8.9454497,3.2727255,18.4264363,13.0313979,107.4247352,48.1586516,155.3850398,35.2264272,8.925615,421.0311769,103.3586217
